HR	NL	SL	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
nekonvencionalan	_	neobičajen	0	0	0	0	0	0	0	0	0	0
neuvjeren	_	neprepričan	0	0	0	0	0	0	0	0	0	0
nekuhan	_	nekuhan, nepečen, surov	0	0	0	0	0	0	0	0	0	0
nepovezan	_	nepovezan	0	0	0	0	0	0	0	0	0	0
otkriti	ontdekken, blootleggen	odkriti	0	0	0	0	0	0	0	0	1	0
nekritičan	_	nekritičen	0	0	0	0	0	0	0	0	0	0
neobrezan	_	nenarezan	0	0	0	0	0	0	0	0	0	0
neodlučan	onbeslist	neodločen	0	1	0	1	0	1	0	0	0	0
nedefiniran	_	nedoločen	0	0	0	0	0	0	0	0	0	0
neporeciv	_	nedvomen	0	0	0	0	0	0	0	0	0	0
tajan	_	skriven, tajen	0	0	0	0	0	0	0	0	0	0
podstrujni	_	podton	0	0	0	0	0	0	0	0	0	0
podcjenjivati	onderschatten	podcenjevati	0	0	0	0	0	0	0	0	1	0
podvrći	_	prestati, preživeti	0	0	0	0	0	0	0	0	0	0
poddiplomski	_	dodiplomski	0	0	0	0	0	0	0	0	0	0
podzemni	_	podzemlje	0	0	0	0	0	0	0	0	0	0
temelj	_	osnovati	0	0	0	0	0	0	0	0	0	0
naglasiti	onderstrepen	podčrtati	1	0	0	0	0	0	0	0	0	0
potkopan	ondermijnd	oslabljen	0	1	0	0	0	0	0	0	0	0
ispod	_	spodaj	0	0	0	0	0	0	0	0	0	0
potplaćen	slecht betaald	premalo plačan	0	1	1	0	0	0	0	1	0	0
gaće	_	spodnje hlače	0	0	0	0	0	0	0	0	0	0
podvući	_	podčrtaj	0	0	0	0	0	0	0	0	0	0
nedorastao	ondermaatse	premajhen	0	1	0	0	0	0	0	0	0	0
razumijevanje	begrip	razumevanje	1	0	0	0	0	0	0	0	0	1
razumjeti	_	razumeti	0	0	0	0	0	0	0	0	0	0
poduzeti	_	lotiti	0	0	0	0	0	0	0	0	0	0
poduzetnik	begrafenisondernemer	pogrebnik	0	0	0	0	0	0	0	1	0	0
poduhvat	ondernemend	podvig	0	0	0	1	0	0	0	0	0	0
šuma	_	podgozd	0	0	0	0	0	0	0	0	0	0
zajamčiti	assureren, garanderen	podpisati, prevzeti, jamčiti	1	0	0	0	0	0	0	0	0	1
osiguravač	_	zavarovatelj	0	0	0	0	0	0	0	0	0	0
nezaslužen	_	nezaslužen	0	0	0	0	0	0	0	0	0	0
nepoželjan	ongewenst	nezaželen	0	1	1	0	1	1	0	1	0	0
neželjeni	ongewenst	nezaželen	0	1	0	0	0	0	0	1	0	0
nerazvijen	_	nerazvit	0	0	0	0	0	0	0	0	0	0
neusmjeren	_	neusmerjen	0	0	0	0	0	0	0	0	0	0
neotkriven	vertrouwelijk	neimenovan, skriven	0	0	0	1	0	0	0	0	0	0
neotkriven	onontdekt	neodkrit	0	0	0	0	0	0	0	0	1	0
neosporen	_	nesporen, nedvomen	0	0	0	0	0	0	0	0	0	0
neometan	_	nemoten	0	0	0	0	0	0	0	0	0	0
nepodijeljen	onverdeeld	nedeljen, nerazdeljen	1	0	0	0	0	0	0	0	0	0
poništiti	ongedaan maken	razveljaviti	0	1	0	0	0	0	0	0	0	0
raskopčavanje	_	poguba, propad	0	0	0	0	0	0	0	0	0	0
nesumnjiv	ongetwijfeld	nedvomen	0	0	0	1	1	0	0	0	0	0
svući	_	sleči	0	0	0	0	0	0	0	0	0	0
gol	_	nag, gol	0	0	0	0	0	0	0	0	0	0
pretjeran, neprimjeren	_	neprimeren, pretiran	0	0	0	0	0	0	0	0	0	0
besmrtan	overgankelijk	neminljiv, neomajen	1	0	0	1	0	0	1	1	0	1
nezaslužen	_	nezaslužen	0	0	0	0	0	0	0	0	0	0
iskopati	_	izkopati, odkriti	0	0	0	0	0	0	0	0	0	0
uznemirenost, neugoda	onbehaaglijkheid	nelagodje, neugodje	0	1	0	1	0	0	0	1	0	0
nelagodan	ongemakkelijk	zaskrbljen, zaskrbljujoč	0	1	0	0	1	1	0	0	0	0
neobrazovan	onopgevoed	neizobražen	0	1	0	0	0	0	0	1	0	0
nezaposlen	werkloos	brezposeln	0	1	0	0	0	1	0	1	0	0
nesmetan	_	neotovorjen, neobremenjen	0	0	0	0	0	0	0	0	0	0
beskrajan	_	neskončen	0	0	0	0	0	0	0	0	0	0
nejednak	ongelijk	nepravičen	0	1	1	0	1	1	0	1	0	0
nedostignut	_	neprimerljiv, edinstven	0	0	0	0	0	0	0	0	0	0
nedvosmislen	ondubbelzinnig	nedvoumen	0	0	0	0	0	0	0	0	0	1
nedvosmisleno	ondubbelzinnig	nedvoumen	1	0	0	0	0	0	0	0	0	0
neujednačen	ongelijk	neenak	0	1	0	0	0	0	0	0	0	0
jednoličan	_	nevznemirljiv	0	0	0	0	0	0	0	0	0	0
neočekivan	onverwacht	nepričakovan	1	1	0	1	0	1	1	0	1	0
neočekivano	onverwacht	nepričakovan	0	0	0	0	0	0	0	0	1	0
neobjašnjen	onverklaard	nepojasnjen	0	1	0	1	0	0	0	1	0	0
neistražen	_	neraziskan	0	0	0	0	0	0	0	0	0	0
pouzdan	_	neomajen	0	0	0	0	0	0	0	0	0	0
nepravedan	oneerlijk	nepravičen	0	1	1	0	1	0	0	1	0	0
nepravednost	oneerlijkheid	nepravičnost	0	1	1	0	0	0	0	1	0	0
nevjeran	ontrouw	nezvest	0	1	0	0	1	0	0	0	0	0
nepoznat	_	neznan	0	0	0	0	0	0	0	0	0	0
nepovoljan	ongunstig	nenaklonjen, neugoden	0	1	0	0	1	0	0	1	0	0
nesputan	_	neomejen, prost	0	0	0	0	0	0	0	0	0	0
nezavršen, nedovršen	onafgewerkt	nedokončan	0	1	0	0	0	0	0	0	0	0
nekolebljiv	_	neustrašen	0	0	0	0	0	0	0	0	0	0
razmotati	ontvouwen	pojasniti	1	0	0	1	0	0	0	0	0	0
nepredviđen	onvoorzien	nepredviden	0	0	0	0	0	0	0	0	1	0
neoprostiv	onvergeeflijk	neusmiljen, nemilosten	0	1	1	0	0	0	0	1	0	0
nesretnik, nesretan	ongelukkige	nesrečen	0	1	0	0	0	0	0	1	0	0
neprijateljski	onvriendelijk	neprijazen	0	1	1	0	1	1	0	1	0	0
neispunjen	onvervuld	neizvršen, neizpolnjen	0	1	1	1	0	0	0	1	1	0
nenamješten	kaal, ongemeubileerd	neopremljen	0	1	0	0	0	0	0	0	0	0
grešan, bezbožan	goddeloos	brezbožen	0	1	0	0	0	0	0	1	0	0
nezahvalan	ondankbaar	nehvaležen	0	1	1	0	1	0	0	0	0	0
nečuvan	onbewaakt	nezavarovan	0	0	0	0	0	0	0	0	1	0
nesreća	ongelukkigheid	žalost	0	1	0	0	0	0	0	1	0	0
nesretan	ongelukkig	žalosten	0	1	1	0	1	0	0	1	0	0
neoštećen	_	nepoškodovan	0	0	0	0	0	0	0	0	0	0
nezdrav	ongezond	nezdrav	0	1	0	0	1	1	0	1	0	0
nesmetan	_	neoviran, nemoten	0	0	0	0	0	0	0	0	0	0
grešan	onheilig	brezvesten, podel	0	1	0	0	0	1	0	0	0	0
jednorog	_	samorog	0	0	0	0	0	0	0	0	0	0
ujedinjenje	unificatie	združitev	1	0	0	1	0	0	1	0	0	1
uniforma	_	uniforma	0	0	0	0	0	0	0	0	0	0
ravnomjernost	_	enotnost	0	0	0	0	0	0	0	0	0	0
ravnomjerno	gelijkmatig, uniform	enovit	1	0	0	0	0	0	0	0	0	0
nezamisliv	ondenkbaar, onvoorstelbaar	nepredstavljiv	1	1	0	0	0	0	0	0	1	0
nevažan	onbelangrijk	nepomemben	0	1	0	0	0	0	0	1	0	0
neimpresioniran	niet onder de indruk	neizrazit, neimpresioniran	0	1	0	0	0	0	0	0	0	0
neusavršen	onverbeterd	neizrabljen	0	1	0	0	0	0	0	0	0	0
neinficiran, nezaražen	ongeïnfecteerd	neokužen	1	0	0	0	0	0	0	0	0	0
neinformiran	onwetend	neobveščen	0	1	0	0	0	0	0	0	0	0
nenastanjen	_	nenaseljen	0	0	0	0	0	0	0	0	0	0
neupućen	oningewijd	neizkušen	0	1	0	0	0	0	0	0	0	0
neinspiriran, nenadahnut	ongeïnspireerd	neizviren, nedomiseln	0	1	0	0	0	0	0	1	0	0
nerazumljiv	onbegrijpelijk	nerazumljiv	0	1	0	0	0	0	0	0	0	0
nenamjeran	ongewild, onbedoeld	nenameren, nehoten	0	0	0	0	0	0	0	0	1	0
nenamjeran	onopzettelijk	nenameren, nehoten	0	0	0	0	0	0	0	0	1	0
nenamjerno	onopzettelijk	nenamern	0	1	0	0	0	0	0	0	1	0
nezainteresiran	ongeïnteresseerd	nezainteresiran	0	1	0	0	0	0	0	1	0	0
nezanimljiv	oninteressant	nezanimiv	0	1	0	0	0	0	0	1	0	0
neprekinut	_	neprekinjen	0	0	0	0	0	0	0	0	0	0
nepozvan	ongevraagd	nepovabljen	0	0	0	0	0	0	0	1	0	0
unija	_	skupnost, unija, zveza	0	0	0	0	0	0	0	0	0	0
jedinstven	uniek	edinstven	1	0	0	0	0	0	0	0	1	0
sklad	harmonie, eensgezindheid	sozvočje	1	0	0	0	0	0	0	0	0	0
jedinica	_	enota	0	0	0	0	0	0	0	0	0	0
jedinstven	unitaire	unitaren	1	0	0	0	0	0	0	0	0	0
ujediniti	_	združiti	0	0	0	0	0	0	0	0	0	0
ujedinjen	verenigd, gezamenlijk	združen	1	0	0	0	0	0	0	0	0	1
jedinstvo	eenheid	enotnost, sloga	1	0	0	0	0	0	0	0	0	1
univerzalan	_	univerzalen	0	0	0	0	0	0	0	0	0	0
univerzalnost	_	univerzalnost	0	0	0	0	0	0	0	0	0	0
svemir	_	vesolje	0	0	0	0	0	0	0	0	0	0
sveučilište	Universiteit	univerza	1	0	0	1	0	0	0	0	0	0
nepravedan	onrechtvaardig	nepravičen	0	1	1	0	0	0	0	0	0	0
neopravdan	niet te rechtvaardigen	neopravičljiv	0	1	1	0	1	1	0	0	0	0
neopravdan	ongerechtvaardigd	neupravičen, neutemeljen	0	1	0	0	0	0	0	0	0	0
neljubazan	onaardig	neprijazen	0	1	1	0	1	1	0	1	0	0
nepoznat	_	neznan	0	0	0	0	0	0	0	0	0	0
nepoznat	onbekend	neznan	0	1	0	1	0	1	0	0	0	0
nezakonit	onwettig	nezakonit	0	1	1	0	1	1	0	1	0	0
pustiti	_	sprostiti	0	0	0	0	0	0	0	0	0	0
bez dozvole, bez dopuštenja	zonder vergunning	brez dovoljenja	0	1	0	0	0	0	0	0	0	0
drugačiji	_	drugačen, v nasprotju z	0	0	0	0	0	0	0	0	0	0
neograničen	onbeperkt	neomejen	1	0	0	0	0	0	0	0	0	0
istovariti	_	raztovoriti	0	0	0	0	0	0	0	0	0	0
istovaren	_	raztovorjen	0	0	0	0	0	0	0	0	0	0
otključati	_	odkleniti	0	0	0	0	0	0	0	0	0	0
nesretan	ongelukkig	nesrečen	0	1	1	0	1	1	0	1	0	0
neizvodljiv	onhandelbaar, onstuurbaar, onbestuurbaar	neobvladljiv	0	1	0	0	1	0	0	0	0	0
neobilježen	_	brezmadežen, neoznačen	0	0	0	0	0	0	0	0	0	0
neoženjen, neudan	_	neporočen	0	0	0	0	0	0	0	0	0	0
razotkriti	_	razkriti	0	0	0	0	0	0	0	0	0	0
neusporediv	_	neprekosljiv, brez primere	0	0	0	0	0	0	0	0	0	0
nedvojben	_	nedvomen	0	0	0	0	0	0	0	0	0	0
nesmanjen	_	popoln, neizmeren, čist	0	0	0	0	0	0	0	0	0	0
nepokrenut	_	neomajen, ravnodušen	0	0	0	0	0	0	0	0	0	0
neimenovan	_	neimenovan	0	0	0	0	0	0	0	0	0	0
neprirodan	onnatuurlijk	nenaraven, nenormalen	0	1	0	0	1	1	0	0	0	0
nepotreban	_	nepotreben	0	0	0	0	0	0	0	0	0	0
nepotreban	_	neumesten	0	0	0	0	0	0	0	0	0	0
nezapažen, nezamijećen, neprimijećen	_	neopažen	0	0	0	0	0	0	0	0	0	0
bez broja	_	neoštevilčen, neštevilen	0	0	0	0	0	0	0	0	0	0
neprimijećen, neopažen	_	neopažen	0	0	0	0	0	0	0	0	0	0
nesmetan	_	neoviran	0	0	0	0	0	0	0	0	0	0
nenametljiv	_	diskreten, nevpadljiv	0	0	0	0	0	0	0	0	0	0
nezauzet	_	nezaseden	0	0	0	0	0	0	0	0	0	0
neslužben	officieus	neuraden	0	1	0	0	0	0	0	0	0	0
neotvoren	_	neodprt	0	0	0	0	0	0	0	0	0	0
bez suprotstavljanja	_	brez nasprotovanja	0	0	0	0	0	0	0	0	0	0
neuređen	_	brez reda	0	0	0	0	0	0	0	0	0	0
neorganiziran	_	neorganiziran	0	0	0	0	0	0	0	0	0	0
neobičan	_	neobičajen	0	0	0	0	0	0	0	0	0	0
raspakirati	_	razpakirati	0	0	0	0	0	0	0	0	0	0
neplaćen	onbetaald	neplačan	0	1	1	0	0	0	0	1	0	0
neugodan	onplezierig	neprijeten	0	1	0	0	1	0	0	1	0	0
nepopularan	onpopulair	nepriljubljen	0	1	0	0	1	0	0	1	0	0
bez presedana	ongeëvenaard, ongekend, zonder voorbeeld	brez primere, nezaslišan	0	0	0	0	0	0	0	0	1	0
nepredvidiv	onvoorspelbaar	nepredvidljiv	0	1	0	0	0	0	0	0	1	0
nespreman, nepripremljen	onvoorbereid	nepripravljen	0	1	0	0	0	0	0	0	0	0
nepretenciozan	bescheiden	skromen, preprost	1	0	0	0	0	0	0	0	0	0
neproduktivan	onproductieve, onproductief	neproduktiven, neploden	0	1	0	0	0	0	0	0	0	0
beskoristan, neunosan	onvoordelig	nedonosen	0	1	0	0	0	0	0	0	0	0
nezaštićen	onbeschermd	nezaščiten	0	1	0	0	0	0	0	0	0	0
nedokazan	_	nedokazan	0	0	0	0	0	0	0	0	0	0
neobjavljen	onuitgegeven	neobjavljen	0	1	0	1	0	0	0	1	0	0
neosporan, neupitan	onbetwistbaar	nevprašljiv, nedvomen, nesporen	1	0	0	0	0	0	0	0	0	1
neupitno	onbetwistbaar	nedvomen	1	0	0	0	0	0	0	0	0	1
neosporan	onbetwist	nesporen	1	0	0	0	0	0	0	0	0	1
nepročitan	_	neprebran	0	0	0	0	0	0	0	0	0	0
nestvaran	_	nerealen	0	0	0	0	0	0	0	0	0	0
nerealističan	_	nestvaren, nerealističen	0	0	0	0	0	0	0	0	0	0
nezabilježen	_	nezabeležen	0	0	0	0	0	0	0	0	0	0
neregistriran	_	neprijavljen	0	0	0	0	0	0	0	0	0	0
nereguliran	_	nenadzorovan	0	0	0	0	0	0	0	0	0	0
nepovezan	_	nepovezan	0	0	0	0	0	0	0	0	0	0
nepopustljiv	_	vztrajen, nepopustljiv, nenehen	0	0	0	0	0	0	0	0	0	0
nepouzdan	onbetrouwbaar	nezanesljiv	0	1	0	0	0	0	0	0	0	1
nepokajnički	_	brezsramen	0	0	0	0	0	0	0	0	0	0
neuzvraćen	onbeantwoord	neuslišan	0	1	0	0	0	0	0	1	0	0
neriješen	onopgelost	nerešen	0	0	0	1	0	0	0	0	0	0
nemir	onrust	nemiri	0	0	0	0	0	1	0	1	0	0
neobuzdan	_	neomejen, spontan	0	0	0	0	0	0	0	0	0	0
neograničen	_	neomejen, prost	0	0	0	0	0	0	0	0	0	0
razuzdan	onhandelbaar	podivjan, neukrotljiv	0	1	1	0	1	1	0	0	0	0
opasan	onveilig	nevaren	0	1	0	0	0	1	0	0	0	0
nezadovoljavajući	onbevredigend	nezadovoljiv	0	1	0	0	1	0	0	0	0	0
nezadovoljan	onbevredigd, niet tevreden	nezadovoljen	0	1	0	0	1	0	0	1	0	0
neukusan	onverkwikkelijk	neugleden	0	1	0	0	0	0	0	0	0	0
nepovrijeđen, neozlijeđen	ongedeerd	nepoškodovan	1	0	0	0	0	0	0	0	0	0
neznanstven	_	neznanstven	0	0	0	0	0	0	0	0	0	0
beskrupulozan, bezobziran	gewetenloos	brezvesten	0	1	0	0	0	0	0	0	0	0
zbačen, svrgnut	onttronen	odstraniti	0	0	0	0	0	0	0	1	0	0
neviđen	_	neviden	0	0	0	0	0	0	0	0	0	0
nesebičan	onzelfzuchtig	nesebičen	1	0	0	0	0	0	0	0	0	0
uznemiren	onbestendig	nestabilen, nestalen, negotov	0	1	1	0	1	1	0	0	0	0
ružan	afzichtelijk	grd	0	1	0	0	1	0	0	0	0	0
priprost	ongeraffineerd	nerazgledan	0	1	0	0	0	0	0	0	0	0
neizreciv	onuitsprekelijk	nepopisen, neizrekljiv	0	1	0	0	0	1	0	0	0	0
neodređen	_	nedoločen	0	0	0	0	0	0	0	0	0	0
nestabilan	wankel, onstabiel	nestabilen, majav, labilen	0	1	0	0	0	1	0	0	1	0
nestabilan	onvast	nestabilen, majav, labilen	0	0	0	0	0	1	0	0	0	0
neuspješan	onsuccesvol	neuspešen	0	1	0	0	0	0	0	1	0	0
neprikladan	ongeschikt	neprimeren	0	1	0	0	0	0	0	0	0	0
neopjevan	niet bezongen	neizpet, neopeven	0	1	0	0	0	0	0	0	0	0
nepodržan, neosnovan	niet gesteund	nepodprt	0	1	0	0	0	0	0	0	0	0
nenadmašan	onovertroffen, ongeëvenaard	neprekosljiv	1	0	0	1	0	1	1	0	0	1
neslućen	argeloos, onvermoed	nič hudega sluteč	0	0	0	0	0	0	0	0	1	0
neodrživ	onhoudbaar	netrajnosten	0	1	0	0	0	0	0	0	0	0
nezaslađen	_	nesladkan	0	0	0	0	0	0	0	0	0	0
bezosjećajan	niet sympathiek	nerazumevajoč	0	1	1	0	0	0	0	0	0	0
neukroćen	ongetemd	neukročen	0	1	0	0	0	0	0	0	0	0
neodrživ	onhoudbaar	nevzdržen, neutemeljen	0	1	0	0	0	0	0	0	0	0
neprovjeren	_	nepreverjen	0	0	0	0	0	0	0	0	0	0
nezamisliv	ondenkbaar	nepredstavljiv, nemogoče	0	1	1	0	1	1	0	0	0	0
neuredan	slordig	neurejen, zanemarjen	0	1	0	0	1	0	0	0	0	0
odvezati	losmaken, loskoppelen	razvezati	1	1	0	0	0	0	1	0	0	0
nepravodobno	ontijdig	neprimeren, prezgodnji	0	1	0	0	0	0	0	0	0	0
neimenovan	ongetiteld	neimenovan, brez naslova	0	1	0	0	0	0	0	1	0	0
neispričan	onverteld	neizmeren, nepopisen	0	1	0	1	0	0	0	0	0	0
netaknut	_	nedotaknjen	0	0	0	0	0	0	0	0	0	0
nepovoljan	ongepast, ongewenst	nespodoben, trmast	0	1	1	0	1	0	0	0	0	0
neizvježban	ongetraind	neusposobljen	0	1	0	0	0	0	0	0	0	0
nepreveden	_	nepreveden	0	0	0	0	0	0	0	0	0	0
neistinit	onwaar	neresničen	0	1	0	0	0	0	0	0	0	0
nepouzdan	onbetrouwbaar	nevreden zaupanja, nezanesljiv	0	1	1	0	0	0	0	0	0	0
nekorišten	_	neuporabljen	0	0	0	0	0	0	0	0	0	0
neobičan	_	nenavaden	0	0	0	0	0	0	0	0	0	0
neobično	_	neobičajen, izreden	0	0	0	0	0	0	0	0	0	0
otkriti	_	razkriti	0	0	0	0	0	0	0	0	0	0
razotkrivanje	_	razkritje	0	0	0	0	0	0	0	0	0	0
neprovjeren	ongeverifiëerd	nepreverjen	0	0	0	1	0	0	0	0	0	0
neopravdan	ongegrond	neupravičen	0	1	0	0	0	0	0	0	0	0
neoprezan	_	nepreviden, nepazljiv	0	0	0	0	0	0	0	0	0	0
neopran	ongewassen	neumit	0	1	0	0	1	0	0	0	0	0
nepokolebljiv	onwrikbaar, standvastig	nepremičen, neomajen	1	0	0	0	0	0	0	0	0	1
nepoželjan, neželjen	onwelkom	nezaželen, nedobrodošel	0	1	0	0	0	0	0	1	0	0
bolestan, nezdrav	onwel	bolan, slab	0	1	0	0	0	0	0	1	0	0
nevoljan	_	nepripravljen	0	0	0	0	0	0	0	0	0	0
nerado	_	nerad	0	0	0	0	0	0	0	0	0	0
nevoljkost	onwil	nepripravljenost	0	1	0	0	0	0	0	0	0	0
odviti, odmotati	_	odmotati, odviti	0	0	0	0	0	0	0	0	0	0
nerazuman, nerazborit	onverstandig, onwijs	nespameten	0	1	0	0	0	0	0	0	0	0
nehotimičan, nenamjeran	onbewust	nevedoč	0	1	0	0	0	0	0	0	0	0
nenamjerno	_	nevede, nenamerno	0	0	0	0	0	0	0	0	0	0
nedostojan, bezvrijedan	onwaardig	nevreden  	0	1	0	0	1	0	0	0	0	0
nepisan	_	nenapisan	0	0	0	0	0	0	0	0	0	0
nepopustljiv	onwrikbaar	trd	0	1	0	0	0	0	0	0	0	0
metež, ustanak	omwenteling	pretres	0	1	1	0	0	1	0	1	0	0
uzbrdo	bergopwaarts	navkreber	1	1	0	1	0	1	0	0	0	0
presvlaka, tapetarstvo	_	oblazinjenje, prevleka	0	0	0	0	0	0	0	0	0	0
brdski, brdovit, gorski, uzvisina, gorje	_	visokogorski	0	0	0	0	0	0	0	0	0	0
uzvisina	_	visokogorje	0	0	0	0	0	0	0	0	0	0
bodriti, razvedriti	verheffen	povišati, dvig	1	0	0	1	0	0	1	0	0	1
gornji	_	zgornji	0	0	0	0	0	0	0	0	0	0
uspravan	rechtop	pokončen, pošten	1	0	0	0	0	0	0	0	0	1
ustanak	opstand	vstaja	0	1	1	1	0	1	0	0	0	0
buka	tumult, opschidding, onrust, commotie	razburjenje	0	1	0	0	0	0	0	0	0	0
uzrujan	boos, van streek	prizadeti	0	1	1	0	0	0	0	1	0	0
ishod	_	izid	0	0	0	0	0	0	0	0	0	0
gore	_	zgoraj	0	0	0	0	0	0	0	0	0	0
započeti	_	domišljavec	0	0	0	0	0	0	0	0	0	0
gore	_	gor	0	0	0	0	0	0	0	0	0	0
uranij	_	uran	0	0	0	0	0	0	0	0	0	0
urbani, gradski	_	mesten	0	0	0	0	0	0	0	0	0	0
derište, mangup	zee-egel	pobalinček	0	1	0	0	0	0	0	0	0	0
nagon	_	potreba, spodbujati, prigovarjati	0	0	0	0	0	0	0	0	0	0
hitnost	urgentie	nujnost	0	0	0	1	0	1	0	0	1	0
hitan	dringend, urgent	nujen	0	1	0	1	0	1	0	0	1	0
analiza urina	_	analiza urina	0	0	0	0	0	0	0	0	0	0
urna	urne	žara	0	0	0	0	0	0	0	1	0	0
upotreba	_	uporaba, poraba	0	0	0	0	0	0	0	0	0	0
korisno	_	koristen	0	0	0	0	0	0	0	0	0	0
korisnost	bruikbaarheid	uporabnost	1	0	0	0	0	0	0	0	0	0
beskoristan	nutteloos	neuporaben	0	1	0	0	0	0	0	0	0	0
voditi	bode, zaalwachter	sluga, spremljevalec	1	0	0	0	0	0	0	0	0	1
uobičajen	gebruikelijk	običajen	1	0	0	0	0	0	0	0	0	1
uzurpirati, oteti, preoteti	usurperen	prilastiti, izpodriniti	0	1	1	0	0	0	0	0	0	0
uzurpiran	toegeëigend	prilaščen, prisvojen	0	1	1	0	0	1	0	0	0	0
zelenaštvo, lihvarenje, lihvarstvo	woeker, woekerrente	oderuštvo	0	1	0	0	0	0	0	0	0	0
pribor, oprema	_	potrebščina	0	0	0	0	0	0	0	0	0	0
utilitaristički	_	utilitarističen, uporaben	0	0	0	0	0	0	0	0	0	0
korisnost	nut, bruikbaarheid	korist	1	0	0	0	0	0	0	0	0	0
korištenje, upotreba, uporaba	_	uporaba, izkoriščanje	0	0	0	0	0	0	0	0	0	0
iskoristiti	_	izkoristiti	0	0	0	0	0	0	0	0	0	0
krajnji	_	največ, največji	0	0	0	0	0	0	0	0	0	0
utopijski	utopisch	utopičen	1	0	0	1	0	0	1	0	0	1
izjava	_	izjava, poved	0	0	0	0	0	0	0	0	0	0
sasvim	_	popolnoma	0	0	0	0	0	0	0	0	0	0
praznina, šupljina	vacature	praznina	0	1	0	0	0	0	0	0	0	0
odmor	vakantie	počitnice, dopust	1	0	0	1	0	0	1	0	0	0
cijepljenje	_	cepljenje	0	0	0	0	0	0	0	0	0	0
cjepivo	vaccin	cepivo	1	0	0	0	0	0	0	0	0	0
vakuolski	_	NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
vakuola	_	vakuol	0	0	0	0	0	0	0	0	0	0
isprazan, bezizražajan	leeg	omejen, bedast	0	1	0	0	1	0	0	0	0	0
vakuum	_	vakuum	0	0	0	0	0	0	0	0	0	0
nejasan	vaag	nejasesen, nerazločen, zmeden	0	1	0	0	0	0	0	0	0	0
neodređenost	vaagheid	nejasnost, zmedenost	0	1	0	0	0	0	0	0	0	0
uzaludno	vergeefs	zaman, domišljav	0	1	0	0	1	0	0	1	0	0
zavjesa, zastor	_	okrasni naborek	0	0	0	0	0	0	0	0	0	0
dolina	_	dolina	0	0	0	0	0	0	0	0	0	0
sobar	_	lakaj, služabnik	0	0	0	0	0	0	0	0	0	0
hrabar	dapper, moedig, heldhaftig	pogumen, neustrašen	1	0	0	0	0	0	0	0	0	0
valjanost	geldigheid	veljavnost	0	0	0	0	0	1	0	0	0	0
dolina	_	dolina	0	0	0	0	0	0	0	0	0	0
hrabrost, odvažnost, junaštvo, herojstvo, srčanost	dapperheid, moed	hrabrost, pogum, junaštvo	1	0	0	0	0	0	0	0	0	1
vrijedan, dragocjen	waardevol	dragocen, koristen	1	0	0	0	0	0	0	0	0	0
vrednovanje, procjena	_	vrednotenje	0	0	0	0	0	0	0	0	0	0
ventil	_	ventil, zaklopka	0	0	0	0	0	0	0	0	0	0
zakrpa	_	zapeljivka	0	0	0	0	0	0	0	0	0	0
vampir	vampier	vampir	0	1	1	0	1	1	0	0	0	0
kombi	_	kombi	0	0	0	0	0	0	0	0	0	0
vjetrokaz	_	lopata	0	0	0	0	0	0	0	0	0	0
izvidnica	voorhoede	čelo	1	0	0	0	0	0	0	0	0	0
vanilija	_	vanilja	0	0	0	0	0	0	0	0	0	0
iščeznuti	verdwijnen	izginiti	0	0	0	0	0	0	0	0	1	0
nestao, iščezao	verdwenen	izginul	0	1	0	0	0	1	0	1	1	0
taština, samodopadnost	ijdelheid	ošabnost	0	1	0	0	0	0	0	0	0	0
pobijediti	overwinnen	premagati	1	0	0	0	0	0	0	0	0	0
para	_	para	0	0	0	0	0	0	0	0	0	0
vara	_	NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
varijabla	veranderlijk, variabel	spremenljivka	0	0	0	0	0	0	0	0	1	0
varijacija	_	nesoglasje, razhajanje	0	0	0	0	0	0	0	0	0	0
varijacija	_	variacija	0	0	0	0	0	0	0	0	0	0
varijacija	_	sprememba, različica	0	0	0	0	0	0	0	0	0	0
varičele, kožuvarke, male boginje, vodene kozice	varicella	norice	0	1	0	0	1	1	0	1	0	0
varikozan	spataderen	krčen, varikozen	0	1	0	0	0	0	0	0	0	0
raznovrstan	_	raznolik	0	0	0	0	0	0	0	0	0	0
raznobojan	_	pester	0	0	0	0	0	0	0	0	0	0
raznolikost	_	raznolikost, izbor	0	0	0	0	0	0	0	0	0	0
varirati	_	razlikovati, popestriti	0	0	0	0	0	0	0	0	0	0
krvožilni	_	vaskularen, žilen	0	0	0	0	0	0	0	0	0	0
vaza	_	vaza	0	0	0	0	0	0	0	0	0	0
ogroman, opširan	_	ogromen, obširen	0	0	0	0	0	0	0	0	0	0
bačva, vjedro, korito	_	cisterna, kad	0	0	0	0	0	0	0	0	0	0
vodvilj	_	vodvil	0	0	0	0	0	0	0	0	0	0
svod, trezor	_	obok, trezor	0	0	0	0	0	0	0	0	0	0
zasvođen	_	obokan	0	0	0	0	0	0	0	0	0	0
svod	_	oboki, pretiran	0	0	0	0	0	0	0	0	0	0
teletina	kalfsvlees	teletina	0	0	0	0	0	0	0	1	0	1
vektor	_	vektor	0	0	0	0	0	0	0	0	0	0
skretanje	veer	spremeniti	0	0	0	0	0	1	0	0	1	0
vega	_	vega	0	0	0	0	0	0	0	0	0	0
